window,total_trades,long_trades,short_trades,return_pct,final_capital,win_rate,ml_exit_rate,avg_hold_time
0,93,47,46,-13.354705252077528,8664.529474792247,54.83870967741935,89.24731182795699,10.043010752688172
1,80,42,38,-13.917785931965174,8608.221406803483,53.75,87.5,12.6625
2,64,35,29,-27.249544572917795,7275.045542708221,51.5625,79.6875,17.015625
3,61,33,28,-26.65839891192665,7334.160108807335,52.459016393442624,80.32786885245902,18.262295081967213
4,62,27,35,-23.071769226213117,7692.823077378688,58.06451612903226,80.64516129032258,18.177419354838708
5,83,32,51,-25.839120139444976,7416.087986055502,54.21686746987952,85.54216867469879,13.44578313253012
6,96,42,54,-31.05940036524531,6894.059963475469,51.041666666666664,86.45833333333334,11.479166666666666
7,93,40,53,-22.31911337954909,7768.088662045091,51.61290322580645,89.24731182795699,10.451612903225806
8,77,32,45,-12.541245793396847,8745.875420660315,50.649350649350644,90.9090909090909,10.0
9,77,30,47,-4.186641736194997,9581.3358263805,45.45454545454545,94.8051948051948,10.506493506493506
10,67,28,39,-9.985120118950435,9001.487988104956,38.80597014925373,94.02985074626866,13.08955223880597
11,54,22,32,-5.714501058643527,9428.549894135647,40.74074074074074,94.44444444444444,17.166666666666668
12,52,20,32,-2.7704565367169742,9722.954346328303,38.46153846153847,94.23076923076923,20.115384615384617
13,73,23,50,-19.046230905437376,8095.376909456262,39.726027397260275,89.04109589041096,16.232876712328768
14,64,22,42,-22.524885338896155,7747.511466110384,42.1875,84.375,17.9375
15,55,15,40,-16.55074816239543,8344.925183760457,47.27272727272727,80.0,20.0
16,56,15,41,-14.031545396742986,8596.845460325701,46.42857142857143,80.35714285714286,21.053571428571427
17,61,14,47,-18.489763205185145,8151.0236794814855,42.62295081967213,81.9672131147541,18.9672131147541
18,47,16,31,-3.9004802793096136,9609.951972069039,44.680851063829785,82.97872340425532,25.74468085106383
19,41,16,25,-4.584764281610278,9541.523571838972,41.46341463414634,82.92682926829268,27.926829268292682
20,39,11,28,-11.609007066458071,8839.099293354193,41.02564102564102,84.61538461538461,27.205128205128204
21,44,16,28,-2.3343084702568375,9766.569152974316,54.54545454545454,88.63636363636364,25.636363636363637
22,31,13,18,0.9154251983455288,10091.542519834553,61.29032258064516,80.64516129032258,36.83870967741935
23,36,14,22,8.352621254171243,10835.262125417124,69.44444444444444,86.11111111111111,31.13888888888889
24,45,14,31,10.465776094223456,11046.577609422346,60.0,88.88888888888889,25.155555555555555
25,47,19,28,7.391429515320707,10739.14295153207,61.702127659574465,85.1063829787234,24.53191489361702
26,51,15,36,2.4003463325278425,10240.034633252784,52.94117647058824,86.27450980392157,19.745098039215687
27,63,19,44,-9.938355501569294,9006.16444984307,49.2063492063492,84.12698412698413,16.063492063492063
28,62,19,43,-19.54332388140785,8045.667611859215,45.16129032258064,82.25806451612904,16.951612903225808
29,46,17,29,-17.555607360624453,8244.439263937555,50.0,76.08695652173914,22.108695652173914
30,47,15,32,-16.576686306459834,8342.331369354017,44.680851063829785,78.72340425531915,22.27659574468085
31,49,25,24,-33.671449552216956,6632.855044778305,36.734693877551024,71.42857142857143,24.693877551020407
32,42,21,21,-30.661560286034657,6933.8439713965345,33.33333333333333,69.04761904761905,28.61904761904762
33,46,28,18,-36.21090168056409,6378.909831943591,30.434782608695656,71.73913043478261,22.108695652173914
34,60,33,27,-35.26830823515388,6473.169176484612,38.333333333333336,75.0,20.8
35,55,33,22,-31.785137889657054,6821.486211034295,40.0,74.54545454545455,22.454545454545453
36,43,23,20,-14.33663940140621,8566.336059859379,51.162790697674424,72.09302325581395,29.790697674418606
37,51,27,24,-22.88026944493321,7711.973055506679,50.98039215686274,72.54901960784314,25.294117647058822
38,54,24,30,-5.266571674318857,9473.342832568114,61.111111111111114,79.62962962962963,23.666666666666668
39,67,33,34,-17.607945303203888,8239.205469679611,50.74626865671642,83.5820895522388,18.19402985074627
40,77,45,32,-19.822770882505537,8017.722911749446,44.15584415584416,87.01298701298701,15.311688311688311
41,92,50,42,-21.290764707698926,7870.923529230107,46.73913043478261,89.13043478260869,11.793478260869565
42,94,61,33,-14.882049490663594,8511.79505093364,41.48936170212766,93.61702127659575,10.340425531914894
43,85,52,33,-16.799351608330035,8320.064839166997,37.64705882352941,94.11764705882352,10.411764705882353
44,85,50,35,-8.277928645991887,9172.207135400811,41.17647058823529,95.29411764705881,10.576470588235294
45,88,50,38,-6.93374845393766,9306.625154606234,45.45454545454545,94.31818181818183,9.852272727272727
46,85,44,41,-7.156203101022765,9284.379689897723,42.35294117647059,95.29411764705881,10.788235294117648
47,82,36,46,-17.19319909334563,8280.680090665437,41.46341463414634,91.46341463414635,11.78048780487805
48,93,53,40,-20.606007667734822,7939.399233226518,41.935483870967744,90.32258064516128,11.010752688172044
49,76,44,32,-20.43516845137742,7956.483154862258,39.473684210526315,88.1578947368421,12.907894736842104
50,58,30,28,-18.901410457238637,8109.8589542761365,41.37931034482759,82.75862068965517,19.03448275862069
51,46,29,17,-13.490319047793564,8650.968095220644,43.47826086956522,80.43478260869566,23.956521739130434
52,46,25,21,-3.0227547132824837,9697.724528671752,54.347826086956516,82.6086956521739,24.282608695652176
53,44,22,22,-3.7480653926291594,9625.193460737084,52.27272727272727,84.0909090909091,26.113636363636363
54,45,15,30,-5.492228098994147,9450.777190100585,60.0,84.44444444444444,25.266666666666666
55,46,18,28,-9.657094999667116,9034.290500033288,52.17391304347826,89.13043478260869,23.434782608695652
56,43,13,30,-10.92991613572789,8907.008386427211,53.48837209302325,86.04651162790698,25.72093023255814
57,33,13,20,-17.42158577479791,8257.841422520209,45.45454545454545,75.75757575757575,33.54545454545455
58,33,9,24,-14.628676051254788,8537.132394874521,45.45454545454545,72.72727272727273,35.96969696969697
59,36,16,20,-6.879695674194536,9312.030432580546,47.22222222222222,80.55555555555556,33.611111111111114
60,38,17,21,-6.472232504170806,9352.77674958292,52.63157894736842,81.57894736842105,28.18421052631579
61,43,19,24,-12.871754467408408,8712.824553259159,48.837209302325576,83.72093023255815,24.88372093023256
62,49,20,29,-11.563411166927144,8843.658883307286,48.97959183673469,89.79591836734694,22.20408163265306
63,43,18,25,-16.8189505331731,8318.10494668269,44.18604651162791,86.04651162790698,26.186046511627907
64,31,12,19,-15.851356817413361,8414.864318258664,38.70967741935484,77.41935483870968,34.96774193548387
65,30,14,16,-25.72237025129647,7427.762974870353,33.33333333333333,66.66666666666666,39.3
66,31,11,20,-26.5959054273513,7340.40945726487,35.483870967741936,64.51612903225806,35.096774193548384
67,31,14,17,-26.55720494588093,7344.279505411907,41.935483870967744,58.06451612903226,35.16129032258065
68,43,17,26,-34.09301974834368,6590.698025165632,46.51162790697674,67.44186046511628,27.232558139534884
69,61,28,33,-38.769479590749306,6123.052040925069,44.26229508196721,77.04918032786885,20.0
70,65,30,35,-35.62070172602716,6437.9298273972845,44.61538461538462,78.46153846153847,18.0
71,64,28,36,-24.958081066975794,7504.191893302421,42.1875,82.8125,17.640625
72,59,30,29,-17.246504285277606,8275.34957147224,44.06779661016949,83.05084745762711,19.0
73,48,25,23,-7.144135979978728,9285.586402002127,41.66666666666667,83.33333333333334,21.333333333333332
74,32,17,15,-4.569404204362818,9543.059579563718,46.875,75.0,34.15625
75,32,15,17,-4.948159980032142,9505.184001996786,50.0,78.125,32.84375
76,46,19,27,-6.940011565724034,9305.998843427597,52.17391304347826,82.6086956521739,25.391304347826086
77,43,12,31,-22.3951140703487,7760.48859296513,46.51162790697674,76.74418604651163,24.953488372093023
78,44,12,32,-12.325302917495192,8767.46970825048,52.27272727272727,77.27272727272727,25.40909090909091
79,52,7,45,-22.693936628315406,7730.6063371684595,46.15384615384615,78.84615384615384,20.326923076923077
80,66,5,61,-23.997554640319322,7600.244535968068,43.93939393939394,83.33333333333334,16.303030303030305
81,70,0,70,-26.397504241426535,7360.249575857347,38.57142857142858,85.71428571428571,13.314285714285715
82,81,0,81,-24.582623205235976,7541.737679476402,37.03703703703704,90.12345679012346,10.62962962962963
83,86,0,86,-28.5495478017657,7145.04521982343,36.04651162790697,90.69767441860465,10.418604651162791
84,86,10,76,7.951838214936524,10795.183821493652,43.02325581395349,90.69767441860465,9.081395348837209
85,84,16,68,8.267628300621746,10826.762830062175,41.66666666666667,90.47619047619048,8.94047619047619
86,81,22,59,15.760200590814694,11576.02005908147,45.67901234567901,88.88888888888889,11.308641975308642
87,78,32,46,9.80464559918775,10980.464559918775,48.717948717948715,85.8974358974359,12.35897435897436
88,73,37,36,11.448852566793885,11144.885256679388,53.42465753424658,82.1917808219178,14.136986301369863
89,96,44,52,-35.142647563869666,6485.735243613033,50.0,83.33333333333334,11.96875
90,95,57,38,-49.2071186492653,5079.288135073471,47.368421052631575,81.05263157894737,11.51578947368421
91,100,72,28,-53.45527539225776,4654.472460774224,47.0,83.0,9.72
92,102,76,26,-45.99112724909829,5400.887275090171,46.07843137254902,85.29411764705883,10.509803921568627
93,109,86,23,-43.47944203344979,5652.0557966550205,48.62385321100918,87.1559633027523,8.220183486238533
94,93,80,13,-30.991501273062283,6900.849872693771,47.31182795698925,87.09677419354838,9.75268817204301
95,90,70,20,-5.703988933791279,9429.601106620872,52.22222222222223,91.11111111111111,10.633333333333333
96,93,70,23,-27.215683745583963,7278.4316254416035,45.16129032258064,87.09677419354838,10.311827956989248
97,107,78,29,-26.76394479171933,7323.605520828067,48.598130841121495,88.78504672897196,8.63551401869159
98,103,76,27,-20.309278579088186,7969.072142091181,48.54368932038835,90.29126213592234,9.563106796116505
99,86,63,23,-16.63460755190947,8336.539244809053,46.51162790697674,90.69767441860465,12.395348837209303
